psraid,weight,int_date,tz,cregion,fips,state,msa,usr,usr1,cstatus,p1,p2,kidage,kidgen,p4a,p5a,kidsel,p4b,p5b,p6,p7,q1a,q1b,q2a,q2b,q3a,q3b,q3c,q3d,q4,q5a,q5b,q5c,q5d,q7a,q7b,psex,age,educ,hisp,race,income,modem,q8,playgame,k1a,k1b,k2,k3a,k3b,k3c,k3d,k4a,k4b,k4c,k5a,k5b,k5c,k5d,k5e,k6a,k6b,k6c,k6d,k6e,k7a,k7b,k7c,k7d,k7e,k7f,k7g,k8a,k8b,k8c,k8d,k8e,k9a,k9b,k9c,k9d,k10,k11,k12_1,k12_2,k12_3,k13,k14a,k14b,k14c,k14d,k14e,k14f,k14g,k14h,k14i,k14j,k14k,k14l,k15,k16,k17,K17_CD1,K17_CD2,K17_CD3,k18,k19,k20a,k20b,k20c,k21,k22,k23,k24,k25,k26a,k26b,k26c,k26d,k27,k28,K28_CD1,K28_CD2,K28_CD3,k29a,k29b,k29c,k29d,k29e,k29f,k29g,k29h,k30a,k30b,k31a,k31b,k32a,k20cnt,ksex,kage,racethn,kagerec,numkids,i_user,c_user,c_age,c_agegrp,c_sex,c_game,k3cnt,k4cnt,k6cnt,k7cnt,k8cnt,k9cnt,k14cnt,k26cnt,k29cnt,raceos,modemos,k3dos,k12os,k13os,k17game,k28game
10602,1.45833333333333,122707,E,1,42095,42,10900,U,1,2,2,1,17,2,17,2, , , ,1,1,1,1,1,1,1,1,3,1,1,2,2,1,1,3, ,2,47,5,2,1,6,4,2,1,1,1,1,1,1,2,2,2,2,1,1,1,3,1,3,1,1,1,1,1,3,4,1,3,1,5,1,2,2,2,2,2,1,1,1,1,1, , , , , ,2,1,1,2,1,1,2,1,1,1,2,2,2,2,1,18,10,20038,2,3,2,2,1, , , ,1,2,1,1,2,2,2, , , , ,4,4,3,2,4,4,3,3,3, ,3, ,3,1,2,17,1,6,1,1,1,17,2,2,1,2,1,5,3,5,4,7,2,0, , , , , ,"GUTAR HERO, DANCE DANCE REVOLUTTION,  SPYRO THE DRAGAON", 
13863,2.33333333333333,10808,E,1,42029,42,37980,S,2,2,2,1,12,1,12,1, , , ,1,1,1,1,1,1,3,1,3,1,1,1,3,1,2,3, ,1,37,7,2,1,6,5,2,1,1,2,6,1,1,1,1,2,1,2,3,3,3,3,3,1,2,1,1,1,3,4,5,3,5,5, ,2,2,2,4,2,1,1,1,2,1, , , , , ,1,1,1,1,1,2,1,2,1,1,2,2,2,2,1,20,24,23,2,0,1,2,1,1, , ,2,2,1,2,1,1,2, , , , ,4,1,4,3,3,3,2,1,1,3,3, ,1,2,1,12,1,1,1,1,1,12,1,1,1,4,1,4,0,4,3,8,3,2, , ,FREIIND FRIEND''S HOUSE, , ,"HALO3, MADDEN 08, STAR WARS", 
8754,1.35416666666667,120607,E,1,42091,42,37980,S,2,1,2,1,13,1,13,1, , , ,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,2, ,2,44,7,2,1,8,4,1,1,1,1,3,1,1,2,2,1,1,2,1,1,3,1,3,1,1,2,1,2,3,2,5,3,5,5, ,2,2,2,2,1,1,2,1,2,1, , , , , ,2,1,1,2,1,1,1,2,2,2,2,2,2,2,9, , , ,3,0,1,2,1,3, , ,2,2,1,2,1,1,2, , , , ,4,2,3,2,3,3,3,3,2,3,2,3,2,2,1,13,1,2,1,1,1,13,1,1,1,2,2,3,1,5,2,5,3,0, , , , , ,NO FAVORITES, 
1096,2.10416666666667,110407,C,2,27053,27,33460,U,1,0,3,1,16,2,16,2, , , ,1,1,1,1,1,1,1,1,3,1,1,2,4,2,4,3, ,2,38,3,2,2,6,3,1,1,1,1,3,2,1,1,1,1,1,1,3,1,1,1,2,2,1,1,2,2,1,1,4, ,2,2,2,1,1,2,1,1,2,2,1,2,1, , , , , ,2,1,1,2,2,1,1,2,1,1,2,2,2,2,1,24, , ,5,0,1,2,2, , , ,2,2,2,1,2,2,2, , , , ,3,3,3,3,2,3,3,3,3, ,3, ,2,1,2,16,2,5,1,1,1,16,2,2,1,3,3,2,5,5,1,6,1,0, , ,FRIEND HOUSE, , ,MADDEN FOOTBALL, 
4091,1.25,122007,E,2,39049,39,18140,U,1,2,3,1,15,1,15,1, , , ,1,1,1,1,1,1,3,2,3,1,1,1,3,1,2,2, ,1,54,6,2,1,6,2,2,1,1,1,2,1,2,2,1,1,1,1,1,3,3,3,3,1,1,1,1,2,1,3,5,1,3,1,1,2,2,2,5,1,1,2,1,2,1, , , , , ,2,2,2,2,1,2,1,2,1,1,2,2,2,2,1,14,17320,17332,3,1,1,2,1,3, , ,1,1,1,2,1,1,1,1,101, , ,4,4,3,3,1,3,2,1,3, ,2,1,3,2,1,15,1,4,1,1,1,15,2,1,1,2,3,4,4,4,2,4,3,2, , ,FREINDS HOUSE, , ,"FIFA 2008, NEED FOR SPEED CARBON , NEED FOR SPEED PROSTREET",LEMONADE STAND
938,1.1875,110407,E,2,39049,39,18140,U,1,0,2,1,16,1,16,1, , , ,1,1,1,1,1,1,1,1,3,1,1,1,4,1,3,3, ,2,49,5,2,1,7,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,3,1,3,1,1,2,1,1,3,3,5,3,5,4, ,1,1,2,1,1,1,1,1,2,1, , , , , ,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,61,20,15,4,5,1,1,2,2,1,1,1,1,1,2,1,2,2, , , , ,1,2,2,2,2,3,3,2,2,1,2,1,1,2,1,16,1,5,1,1,1,16,2,1,1,3,2,4,0,5,3,7,2,1, , , , , ,"WORLD OF WARCRAFT, HALO 3, GEARS OF WAR", 
4066,1.89583333333333,112107,E,2,39049,39,18140,S,2,1,2,1,12,2,12,2, , , ,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1, ,1,43,6,2,1,8,2,1,1,1,1,2,1,2,2,2,2,1,2,1,3,3,1,3,2,2,1,1,1,2,1,5, ,5,4, ,2,1,1,4,1,1,1,1,2,1, , , , , ,2,1,2,2,1,2,1,2,1,2,1,2,2,2,9, , , ,2,0,1,2,1,1, , ,2,2,1,1,1,1,2, , , , ,2,2,2,2,2,3,3,3,3, ,3, ,2,2,2,12,1,1,1,1,1,12,1,2,1,1,1,3,2,4,3,5,4,0, , , , , , , 
2865,1.125,120307,E,2,39049,39,18140,S,2,1,2,3,15,1, , ,2,15,1,1,1,1,1,1,1,1,1,3,1,1,2,3,1,4,3, ,2,44,6,2,1,5,9,1,1,1,1,2,1,1,2,2,1,1,1,1,1,3,1,3,1,2,2,1,1,1,3,1,3,1,1,1,4,1,2,2,2,1,1,1,1,1, , , , , ,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,54,20,48,3,1,1,2,1,1, , ,1,2,1,2,2,2,2, , , , ,1,2,2,3,2,2,2,1,2,2,2,2,1,2,1,15,1,4,3,1,1,15,2,1,1,2,3,3,5,4,4,10,1,2, , , , , ,"ZELDA: OCARINA OF TIME, HALO 2, SUPER MARIO BROS.", 
17227,2.08333333333333,12508,C,3,47169,47,34980,S,2,0,2,1,16,1,16,1, , , ,1,1,1,1,1,1,1,1,2,1,1,2,4,2,2,2, ,2,49,6,1,1,8,1,1,1,1,2,4,1,2,2,1,1,2,1,3,2,2,1,3,1,1,1,1,1,2,1,1,1,3,5,2,2,2,2,2,1,1,1,2,2,2, , , , , ,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,10735,53,17294,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,9, , , ,1,2,3,1,2,2,3,3,2,1,1,2,2,3,1,16,3,5,1,1,1,16,2,1,1,2,2,5,5,5,2,10,2,2, , ,FRIEND HOUSE, , ,"ASSASIN'S CREED, OBLIVION, NCAA 08", 
11,1.25,122207,C,3,47187,47,34980,S,2,2,2,1,16,1,16,1, , , ,1,1,1,1,1,1,1,1,3,1,1,1,3,1,3,3, ,2,47,6,2,1,9,3,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,2,4,1,1,3,4,1,1,2,1,1,1,1,1,1,1,1, , , , , ,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,61,0,10103,1,6,2,1,1,3,3,1,1,2,1,2,1,2,1,9, , , ,2,1,2,1,1,1,3,3,1,1,1,1,1,2,1,16,1,5,1,1,1,16,2,1,1,4,3,5,4,5,4,8,2,4, , ,FRIEND HOUSE, , ,"WORLD OF WARCRAFT, UNTOLD LEGENDS, 300: MARCH TO GLORY", 
2006,3.89583333333333,110807,C,3,47111,47,34980,S,2,1,1,2,14,1, , ,1,14,1,1,1,2,2,1,2,1,3,3,1,1,4,4,1,4,3, ,2,33,1,2,1,1,7,1,1,1,1,4,2,1,1,1,2,1,1,2,2,3,3,3,2,2,2,1,1,1,1,5, ,3,3,2,1,1,2,4,2,1,1,1,1,1, , , , , ,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,20,20,20,4,0,2,1,2, ,2,2,1,2,1,2,1,2,1,1,88, , ,1,2,3,2,2,2,2,2,1,1,2,1,2,1,1,14,1,3,2,0,1,14,1,1,1,3,2,2,3,4,4,11,2,1, , ,AT MY FRIENDS HOUSE, , ,"HALO, HALO2, HALO3",IT HAD SOMETHING TO DO WITH GRAPHING
1785,2.5,110707,C,3,47189,47,34980,S,2,1,2,2,16,1, , ,3,16,1,1,1,1,1,1,1,2,1,3,1,1,2,2,1,2,3, ,2,37,3,2,1,4,3,1,1,1,1,1,1,1,2,2,2,1,1,1,3,3,3,3,2,1,1,1,1,2,3,5, ,4,3,3,2,2,2,4,1,1,1,1,2,1, , , , , ,1,2,1,1,1,1,2,1,1,1,2,2,2,2,1,45,21063,20,2,1,2,1,1,3,3,2,1,2,1,2,1,1,2, , , , ,2,3,3,3,3,3,3,2,2,2,2,2,2,2,1,16,1,5,2,1,1,16,2,1,1,2,2,4,1,4,3,8,3,0, , , , , ,"STARCRAFT, LORD OF THE RINGS: BATTLE FOR MIDDLE EARTH 2, HALO 2", 
2690,1.79166666666667,111407,C,3,47189,47,34980,S,2,0,1,1,14,1,14,1, , , ,1,1,1,1,1,1,1,1,3,1,2, , , , , ,2,2,41,6,2,1,2,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,3,1,3,1,1,1,2,2,2,5,1,1,5,5, ,2,1,1,1,1,2,2,1,2,1, , , , , ,1,2,1,1,2,2,1,1,1,2,1,1,2,1,1,61, , ,2,1,2,1,2, ,3,1,1,1,1,2,1,1,2, , , , ,1,3,3,2,1,1,3,1,2,1,1,1,1,1,1,14,1,3,1,1,1,14,1,1,1,3,2,3,3,5,1,8,3,4, , , , , ,WORLD OF WARCRAFT, 
1515,1,110807,E,2,26081,26,24340,U,1,1,2,2,16,2, , ,3,16,2,1,1,1,1,1,1,1,1,3,1,1,2,4,4,4,3, ,2,49,7,2,1,6,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,2,2,4,2,5,3,1,4,1,2,5,1,1,1,1,1,1, , , , , ,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,41,52,12161,5,0,1,2,1,3, , ,2,2,1,2,2,1,2, , , , ,4,3,3,3,3,3,3,3,3, ,3, ,3,2,2,16,1,5,2,1,1,16,2,2,1,4,3,5,4,3,4,3,2,0, , ,AT FRIENDS HOUSE., , ,"SOLITAIRE, TETRIS, COLLAPSE", 
10815,3.125,121707,E,2,26067,26,24340,S,2,2,2,1,15,2,15,2, , , ,1,1,1,1,1,1,3,1,3,1,1,1,3,1,3,1, ,1,45,2,2,1,3,2,2,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,2,1,3,1,3,2,1,1,1,1,1,5,1,1,1,1,1,1,1, , , , , ,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,61,32,14196,1,5,2,1,1,2,3,1,1,1,1,1,2,2,2, , , , ,3,3,8,3,2,1,4,1,1,3,1,2,1,2,2,15,1,4,1,1,1,15,2,2,1,4,2,4,5,4,4,9,2,2, , ,FRIENDS, , ,"WORLD OF WARCRAFT,  NARUTO , FULL METAL ALCHEMIST", 
11556,1.41666666666667,121907,E,2,26081,26,24340,S,2,2,4,1,17,2,17,2, , , ,1,1,1,1,2,1,1,1,3,1,1,3,4,4,4,3, ,2,43,5,2,1,6,2,2,0,1,1,3,2,1,1,2,2,1,1,1,1,3,1,3,1,2,2,2,2,2,5,1,1,5,5,3,2,2,1,2,1,2,2,2,2,2,1,9, , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , ,1,1,88, , , , , , , , , , , , , , , , ,2,17,1,6,1,1,1,17,2,2,0,2,2,1,3,5,0, , , , , , , , , ,WE HAD TO MAKE UP A STORY ON AN INTERNET GAME SITE
8558,1.54166666666667,120507,E,2,26067,26,24340,S,2,0,2,2,12,2, , ,1,12,2,1,1,1,1,1,2,1,1,3,1,1,1,2,1,2,3, ,2,39,5,2,1,6,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,3,3,3,2,1,1,1,1,1,4,3, ,3,2,1,1,1,1,4,1,1,1,1,2,1, , , , , ,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,21,102,34,2,2,1,1,1,2,3,1,1,1,1,2,1,1,1,1,0, , ,1,2,3,2,2,2,3,3,1,1,1,1,1,3,2,12,1,1,2,1,1,12,1,2,1,2,2,4,3,4,3,9,3,1, , , , , ,"HARRY POTTER GAMES, RUNESCAPE, NBA GAMES",RUNESCAPE
4436,1,121207,E,2,26139,26,26100,S,2,2,2,1,16,2,16,2, , , ,1,1,1,1,1,1,1,1,3,1,2, , , , , ,4,2,51,6,2,1,8,3,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,1,3,1,2,1,2,2,2,2,3,2,3,1,1,2,2,2,2,1,2,2,1,2,2, , , , , ,2,1,2,2,1,2,2,2,2,2,1,2,2,2,9, , , ,6,0,1,2,2, , , ,1,2,1,2,2,2,2, , , , ,4,3,3,3,3,3,3,3,3, ,3, ,2,1,2,16,1,5,1,1,1,16,2,2,1,3,3,2,5,5,1,3,1,0, , ,FRIENDS HOUSE, , , , 
11528,1.29166666666667,122907,E,2,26081,26,24340,S,2,2,2,2,12,1, , ,1,12,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,2,1, ,2,36,7,2,1,8,4,2,1,1,2,2,1,2,2,1,1,1,2,1,1,3,1,3,2,2,1,1,1,4,2,5, ,5,5, ,2,2,4,4,1,1,1,1,2,1, , , , , ,1,2,1,1,1,2,1,2,1,1,1,2,1,2,1,20,24,10735,2,2,1,2,2, , , ,2,2,1,2,1,1,2, , , , ,1,3,3,2,3,2,3,3,3, ,3, ,2,1,1,12,1,1,2,1,1,12,1,1,1,2,2,3,1,3,3,8,3,1, , ,FREIND HOUSE, , ,"HALO 3, MADDEN, ASSASSIN'S CREED", 
13331,2.66666666666667,10208,E,1,25017,25,14460,U,1,0,1,1,12,2,12,2, , , ,1,1,1,1,1,1,1,1,2,1,1,1,4,1,2,2, ,2,44,7,1,1,9,4,1,1,1,1,1,1,2,2,1,2,1,2,3,1,3,3,3,2,2,1,2,1,2,1,4, ,5,5, ,2,2,2,4,2,1,1,1,1,1, , , , , ,2,2,2,2,2,1,2,2,1,1,1,2,1,2,1,0,0,0,5,1,1,2,1,3, , ,1,2,2,2,1,1,2, , , , ,3,3,3,3,3,3,3,3,1,3,3, ,3,2,2,12,3,1,1,1,1,12,1,2,1,2,1,2,2,4,4,4,2,0, , ,FRIEND HOUSE, , ,"APPLE TO APPLE, WEBKIDS, NEO KIDS", 
8653,1.16666666666667,120507,C,2,17185,17,0,R,3,1,3,1,16,1,16,1, , , ,1,1,1,1,1,1,1,1,3,1,1,2,3,1,2,2, ,2,42,6,2,1,8,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,3,1,1,1,1,2,2,3,1,1,1,3,1,2,1,2,2,1,1,2,1,1,1, , , , , ,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,24,5,10735,1,3,1,1,1,1,3,2,1,2,1,2,1,1,1,1,24,20766,12248,1,2,4,2,2,4,4,3,1,2,2,2,2,3,1,16,1,5,1,1,1,16,2,1,1,3,3,4,5,5,3,11,3,1, , , , , ,"MADDEN, CALL OF DUTY 4, ASSASIN'S CREED","MADDEN, TEST DRIVE, DESSERT STORM"
18194,1.72916666666667,12908,C,2,17119,17,41180,S,2,2,3,1,14,2,14,2, , , ,1,1,1,1,1,1,1,3,3,1,2, , , , , ,2,1,55,4,2,1,6,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,3,1,1,1,1,2,2,1,2,1,1,3,1,4,2,2,2,2,1,1,1,2,1, , , , , ,2,2,1,2,1,2,1,1,1,1,2,2,2,1,1,61,57,45,4,0,2,1,1,3,2,2,2,2,1,2,2,2,2, , , , ,1,2,3,2,3,3,3,2,1,1,1,2,2,2,2,14,1,3,1,1,1,14,1,2,1,2,3,4,6,4,3,6,1,1, , ,FRIENDS HOUSES, , ,"WORLD OF WARCRAFT, SIMS 2, STARCRAFT", 
17229,1.625,12508,C,2,17193,17,0,R,3,0,2,1,13,1,13,1, , , ,1,1,1,1,1,1,3,3,3,1,1,2,4,2,3,2, ,1,46,5,2,1,5,1,1,1,1,2,3,1,1,2,2,2,2,2,3,3,3,3,3,2,1,2,1,1,3,2,4, ,5,4, ,2,2,1,4,2,1,1,1,2,1, , , , , ,1,2,1,2,1,2,1,1,1,2,1,2,2,1,1,13966,20579,20483,3,4,2,2,1, , , ,1,2,1,2,2,2,2, , , , ,2,3,3,3,2,1,2,2,3, ,3, ,2,1,1,13,1,2,1,1,1,13,1,1,1,2,0,3,1,4,3,7,1,1, , , , , ,"FIRE EMBLEM PATH OF RADIANCE, SWORD OF MAN, SUPER ROBOT TAISEN", 
9676,1.97916666666667,121007,C,2,17033,17,0,R,3,0,2,2,15,1, , ,3,15,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,2,3, ,1,39,5,2,1,9,4,1,1,1,1,2,1,1,2,2,2,2,1,3,1,3,3,3,1,1,1,1,1,3,1,1,3,1,5,5,2,2,4,4,2,1,2,1,2,1, , , , , ,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,0,101,12903,4,0,1,2,1,1, , ,2,2,1,1,1,1,2, , , , ,4,3,3,3,3,3,3,3,3, ,3, ,1,2,1,15,1,4,2,1,1,15,2,1,1,2,1,5,3,3,2,2,4,0, , , , , ,"MAD NO SHAKES, NTAA 06, DIRT TRACK RACING", 
1770,1.375,110707,C,2,17119,17,41180,S,2,0,3,1,15,2,15,2, , , ,1,1,1,1,2,1,1,1,3,1,1,1,4,4,4,3, ,1,46,6,2,1,3,3,1,1,1,1,2,1,1,1,1,1,2,1,3,1,2,1,3,1,2,1,1,1,3,2,3,1,4,3,3,2,2,4,4,2,1,1,1,1,1, , , , , ,2,1,1,2,1,1,2,2,1,1,2,2,2,2,1,41,52,54,2,1,1,2,1,1, , ,2,2,1,2,1,1,1,1,57, , ,2,2,3,2,1,4,2,3,1,2,1,2,2,2,2,15,1,4,1,1,1,15,2,2,1,4,2,4,2,3,4,6,3,1, , ,FRIENDS HOUSRE AT FRIENDS HOUSE, , ,"SOLIATIRE, TETRIS, ZELDA",THE SIMS
2350,3.89583333333333,111407,C,2,17119,17,41180,S,2,2,2,1,12,1,12,1, , , ,1,1,1,1,1,2,3,1,3,1,1,2,3,3,4,2, ,1,44,5,1,1,8,1,2,1,1,1,4,1,2,1,1,2,1,1,1,1,3,1,1,2,1,1,1,2,2,2,5, ,3,3,5,2,1,1,4,2,1,2,1,2,1, , , , , ,1,1,2,1,1,2,1,2,1,1,1,2,2,1,1,102,88, ,3,1,1,2,1,1, , ,1,2,1,1,2,1,2, , , , ,1,2,1,1,2,2,1,1,2,2,3, ,1,2,1,12,3,1,1,1,1,12,1,1,1,3,2,3,2,4,2,8,3,5, , ,FRIENDS HOUSE, , ,"RUNESPACE, TGAMES (GAME WEBSITE)", 
5475,3.35416666666667,112507,C,2,17165,17,0,R,3,0,2,1,14,1,14,1, , , ,1,1,1,1,1,1,3,1,3,3,1,2,2,1,3,3, ,1,34,3,2,1,8,1,1,1,1,1,6,1,2,2,2,1,2,2,1,1,3,3,3,1,2,1,1,1,2,3,4,3,4,4, ,1,1,4,5,2,1,1,2,1,2, , , , , ,2,1,1,2,2,1,1,2,1,1,1,2,2,2,1,34,88,18547,5,0,1,2,1,1, , ,2,2,1,1,2,1,2, , , , ,3,3,3,2,2,3,3,3,3, ,3, ,3,2,1,14,1,3,1,1,1,14,1,1,1,1,1,4,1,3,3,7,3,0, , , , , ,"NBA, SKATEBOARDING, RACING", 
7795,1.39583333333333,120307,P,4,6073,6,41740,S,2,0,2,2,16,1, , ,3,16,1,1,1,1,1,1,1,2,1,3,1,1,2,2,4,4,2, ,2,42,6,2,1,7,3,1,1,1,2,1,1,1,1,1,1,1,1,3,2,3,3,1,1,2,2,1,1,3,2,5,1,4,5,1,4,2,4,4,2,1,1,1,1,1, , , , , ,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,102,10,17,2,2,2,1,1,2,3,2,1,1,1,2,1,1,2, , , , ,2,2,3,2,2,3,2,2,1,1,2,1,1,2,1,16,1,5,2,1,1,16,2,1,1,4,3,3,3,2,4,10,3,0, , ,FRIENDS HOUSE, , ,"RUNESCAPE.COM, DANCE DANCE REVOLUTION, GRAND THEFT AUTO", 
12171,1.70833333333333,121907,C,2,20125,20,0,R,3,0,2,2,16,2, , ,3,16,2,1,1,1,1,1,1,1,1,3,1,1,1,3,1,2,3, ,1,44,6,2,1,7,4,1,1,1,1,4,1,2,2,1,1,2,2,3,1,1,1,3,1,2,1,2,2,1,2,1,1,1,3, ,1,2,1,1,1,2,2,2,1,1, , , , , ,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,3,59, ,2,0,1,2,1,3, , ,2,2,1,2,1,2,2, , , , ,2,3,3,1,2,2,3,3,2,2,2,1,1,2,2,16,1,5,2,1,1,16,2,2,1,2,1,2,5,5,1,3,2,1, , ,CONFIDENTIAL, , ,"BEJEWLED, TYCOON", 
4376,4,120307,C,2,20009,20,0,R,3,0,4,4,13,1, , ,1,13,1,1,1,1,1,1,2,1,1,3,3,2, , , , , ,3,1,18,2,1,6,9,7,1,1,1,1,1,1,1,1,2,2,1,1,3,1,3,3,3,1,1,1,1,1,2,1,1,1,1,5,1,2,2,4,4,1,1,1,1,2,1, , , , , ,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,0,17294, ,3,1,1,2,1,3, , ,2,2,1,1,1,1,2, , , , ,2,3,3,2,3,3,3,3,1,2,2,2,2,2,1,13,3,2,3,1,1,13,1,1,1,3,2,5,6,3,3,7,4,0,HALF WHITE AND HALF MEXICAN, , , , ,"CAPTER LINE RIDER, NCAA 08", 
12023,3.52083333333333,121807,C,2,20125,20,0,R,3,0,2,1,13,1,13,1, , , ,1,1,1,1,1,1,3,3,3,3,1,1,2,1,2,3, ,1,31,2,2,1,2,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,8,1,3,1,1,1,1,1,2,2,5,4,1,5, ,1,1,2,2,1,1,1,1,1,1, , , , , ,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,20,61,38,1,4,1,1,1,1,1,1,2,2,1,1,1,1,1,1,108, , ,2,2,2,1,1,2,1,2,2,2,1,2,1,3,1,13,1,2,1,1,1,13,1,1,1,2,2,5,3,5,4,9,4,3, , , , , ,"HALO 3, WARCRAFT, GAMEBOY POKEMON GAMES",READER RABBIT.
9291,1.85416666666667,121407,M,4,4013,4,38060,S,2,2,3,1,13,2,13,2, , , ,1,1,2,2,1,1,3,3,3,1,1,1,3,3,2,3, ,2,33,5,2,5,6,8,2,1,2,2, , , , , , , , ,3,3,3,3,3,1,2,1,1,1,5,4,3,2, , , ,2,2,4,4,2,1,1,1,1,2, , , , , ,1,1,1,2,2,2,2,2,1,1,1,2,2,2,1,20,18,20,2,1,1,2,2, , , , , ,1,1,2,1,1,1,104, , ,4,2,3,3,3,2,3,3,3, ,3, ,2,1,2,13,4,2,1,0,0,13,1,2,1, , ,4,1,3,4,6,3,0, , , , , ,"HALO 3, GUITAR HERO 2, HALO 1","A MATH GAME, FUN MATH"
6511,1.95833333333333,122007,M,4,4013,4,38060,S,2,2,2,1,16,2,16,2, , , ,1,1,1,2,1,2,1,1,3,1,1,1,2,4,4,3, ,2,46,3,2,1,4,3,1,1,1,1,4,2,1,2,1,1,2,1,1,1,1,3,2,1,2,1,2,2,2,2,1,2,5,5,4,1,1,1,1,1,2,2,1,1,1, , , , , ,2,1,2,2,1,2,1,2,2,2,1,2,2,2,1,12415,41, ,5,0,1,2,1,3, , ,2,2,1,2,2,2,1,1,101, , ,3,3,3,3,3,3,3,3,3, ,3, ,3,2,2,16,1,5,1,1,1,16,2,2,1,2,2,2,4,5,2,4,1,0, , ,FRIENDS, , ,"PUZZLES, SOLITARE",LEMONAIDE STAND
11735,2.125,121707,M,4,4013,4,38060,S,2,0,2,1,14,2,14,2, , , ,1,1,1,1,1,1,3,3,3,1,1,1,4,1,2,2, ,1,99,6,2,1,7,2,1,1,1,1,3,1,1,2,1,1,1,2,1,3,3,1,3,1,2,2,2,1,3,4,5,4,5,2, ,2,2,2,8,2,1,2,1,2,1, , , , , ,2,1,2,2,1,1,2,2,2,1,1,2,2,2,9, , , ,5,0,2,2,1, , , ,2,2,1,2,1,1,1,1,107, , ,4,3,3,3,2,3,3,3,3, ,3, ,3,1,2,14,1,3,1,1,1,14,1,2,1,3,2,2,1,4,2,5,3,0, , ,YOUR FRIENDS HOUSE, , ,DK,DON'T KNOW NAME.  IT WAS FOR SCIENCE
17900,2.72916666666667,12708,M,4,4013,4,38060,S,2,2,4,2,15,2, , ,1,15,2,1,1,2,2,1,1,3,3,1,1,1,1,4,4,2,3, ,1,49,6,1,6,6,3,2,0,2,2, , , , , , , , ,3,3,3,3,3,1,2,2,2,2,5,2,3,2, , , ,4,1,4,4,4,2,2,2,2,2,2, , , ,99, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,2,15,3,4,2,0,0,15,2,2,0, , ,1,2,1,0, , , ,MEXICAN, , , , , , 
17465,2.77083333333333,12508,P,4,6037,6,31100,S,2,0,4,1,14,1,14,1, , , ,1,1,1,1,1,1,3,3,3,3,1,2,4,4,4,1, ,2,39,3,2,1,4,2,1,1,1,2,3,1,2,2,2,2,1,1,3,3,3,3,3,2,1,1,1,2,5,4,5, ,3,5,2,4,2,4,4,2,1,2,1,2,1, , , , , ,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,12,32,43,4,0,1,2,1,3, , ,1,2,1,2,2,2,2, , , , ,2,2,3,2,2,3,2,3,2,2,2,2,2,2,1,14,1,3,1,1,1,14,1,1,1,1,2,3,1,2,2,10,1,0, , , , , ,"DRAGON BALL Z 08, NARUTO, SPIDERMAN 02", 
17876,2,12608,P,4,6037,6,31100,U,1,0,2,1,14,2,14,2, , , ,1,1,1,1,1,1,1,1,3,1,1,1,4,2,2,3, ,2,42,5,2,1,2,1,1,1,1,1,3,1,2,2,1,1,1,1,1,1,3,3,3,1,1,1,1,1,2,1,1,1,1,4,1,2,1,5,5,1,1,2,2,1,1, , , , , ,1,2,1,1,2,1,1,1,1,1,2,2,2,1,1,18,5,34,2,1,1,2,1,3, , ,2,2,1,2,1,2,2, , , , ,2,1,1,3,3,3,2,2,2,3,1,3,3,2,2,14,1,3,1,1,1,14,1,2,1,2,3,5,6,3,2,8,2,2, , ,FRIEND''S HOUSE, , ,"GUITAR HERO, CALL DUTY 4, NBA BASKETBALL", 
