psraid,weight,int_date,tz,cregion,fips,state,msa,usr,usr1,cstatus,p1,p2,kidage,kidgen,p4a,p5a,kidsel,p4b,p5b,p6,p7,q1a,q1b,q2a,q2b,q3a,q3b,q3c,q3d,q4,q5a,q5b,q5c,q5d,q7a,q7b,psex,age,educ,hisp,race,income,modem,q8,playgame,k1a,k1b,k2,k3a,k3b,k3c,k3d,k4a,k4b,k4c,k5a,k5b,k5c,k5d,k5e,k6a,k6b,k6c,k6d,k6e,k7a,k7b,k7c,k7d,k7e,k7f,k7g,k8a,k8b,k8c,k8d,k8e,k9a,k9b,k9c,k9d,k10,k11,k12_1,k12_2,k12_3,k13,k14a,k14b,k14c,k14d,k14e,k14f,k14g,k14h,k14i,k14j,k14k,k14l,k15,k16,k17,K17_CD1,K17_CD2,K17_CD3,k18,k19,k20a,k20b,k20c,k21,k22,k23,k24,k25,k26a,k26b,k26c,k26d,k27,k28,K28_CD1,K28_CD2,K28_CD3,k29a,k29b,k29c,k29d,k29e,k29f,k29g,k29h,k30a,k30b,k31a,k31b,k32a,k20cnt,ksex,kage,racethn,kagerec,numkids,i_user,c_user,c_age,c_agegrp,c_sex,c_game,k3cnt,k4cnt,k6cnt,k7cnt,k8cnt,k9cnt,k14cnt,k26cnt,k29cnt,raceos,modemos,k3dos,k12os,k13os,k17game,k28game
634,4,110707,E,1,34017,34,35620,S,2,2,2,1,16,1,16,1, , , ,1,1,1,1,1,1,1,3,3,1,1,1,2,1,2,3, ,1,35,3,2,4,4,3,2,1,1,1,1,1,2,2,1,1,1,1,3,3,3,1,3,1,1,2,1,2,2,1,1,2,2,3,4,5,1,5,5,1,1,2,1,1,1, , , , , ,1,1,2,2,2,2,1,2,1,1,2,2,2,2,1,24,35,33,4,2,2,2,2, , , ,2,2,1,1,1,1,2, , , , ,2,4,2,4,4,2,2,3,3, ,3, ,3,0,1,16,4,5,1,1,1,16,2,1,1,2,3,3,5,2,3,5,4,0, , ,WORK, , ,"MADDEN, NBA LIVE, NASCAR", 
16854,1.33333333333333,12408,E,1,34003,34,35620,S,2,1,1,1,13,2,13,2, , , ,1,1,1,1,1,1,2,2,2,1,1,2,3,2,2,3, ,2,56,5,1,2,5,2,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,2,4,1,2,2,5,2,8,1,4,2,1,1,2,1,1,1, , , , , ,8,1,2,2,2,1,2,2,1,1,1,2,2,2,1,57,0,57,6,0,1,2,1,1, , ,2,2,1,1,1,2,1,1,12415,0, ,1,3,2,3,2,3,3,8,3, ,3, ,8,2,2,13,3,2,1,1,1,13,1,2,1,4,3,5,5,3,3,5,3,1, , ,A CELL PHONE, , ,"THE SIMS 2, CRAZY TAXI 4, SIM PETS","WORD SEARCH, BRAIN TEASERS, POLITICAL GAMES"
14856,1.9375,11808,E,1,34003,34,35620,S,2,0,2,2,14,1, , ,3,14,1,1,1,1,1,1,1,1,1,3,1,1,2,1,3,3,1, ,1,53,7,2,1,8,3,1,1,1,1,1,1,1,2,2,1,1,1,2,1,3,3,1,1,1,1,1,1,2,4,3,3,2,2,2,2,2,2,2,1,1,1,1,2,1, , , , , ,2,2,1,1,1,1,2,2,2,2,1,2,2,2,1,5,18,55,4,1,2,1,1,3,3,2,2,2,1,1,2,2,2, , , , ,4,2,2,3,2,3,2,3,3, ,3, ,3,2,1,14,1,3,2,1,1,14,1,1,1,2,3,5,4,5,3,5,2,0, , , , , ,"CALL OF DUTY 4, GUITAR HERO 3, ORANGE BOX", 
14752,1.79166666666667,12108,E,1,34003,34,35620,S,2,2,2,1,12,1,12,1, , , ,1,1,1,1,1,1,1,1,3,1,1,1,2,1,2,3, ,1,52,6,2,1,8,3,2,1,1,1,3,1,1,1,2,1,1,2,1,1,1,1,3,1,1,1,1,1,1,2,1,1,5,2, ,2,1,2,1,1,1,1,1,1,1, , , , , ,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,20,18,48,3,1,1,1,1,2,1,2,1,2,1,1,1,1,2, , , , ,1,2,3,2,2,3,1,3,2,3,2,2,2,3,1,12,1,1,1,1,1,12,1,1,1,3,2,5,5,5,4,10,4,2, , , , , ,"HALO 3, GUITAR HERO, MARIO GALAXY", 
115,1,110107,E,1,34003,34,35620,S,2,2,3,1,14,1,14,1, , , ,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1, ,2,55,7,2,1,6,9,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,1,1,1,1,1,2,1,5,1,2,1,1,8,2,4,2,2,1,1,1,1,1, , , , , ,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,20,18,0,2,2,1,1,2,1,1,2,1,2,1,2,2,2,2, , , , ,1,3,3,3,3,3,2,8,3, ,3, ,1,2,1,14,1,3,1,1,1,14,1,1,1,4,3,5,6,3,4,8,1,1, , ,YUOR FRIENDS HOUSE, , ,"HALO 3, GUITER HERO, BLOON'S POWER DEFENSE 2", 
1404,1.45833333333333,122107,E,3,11001,11,47900,U,1,2,2,1,17,1,17,1, , , ,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,4, ,1,63,5,2,2,6,2,2,1,1,1,1,1,1,2,1,2,1,1,3,1,1,1,1,1,2,1,1,2,3,1,1,1,1,3,1,2,1,4,4,1,1,1,1,1,1, , , , , ,2,1,1,1,1,1,2,1,1,2,2,2,2,1,1,20,21476,13923,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2, , , , ,1,2,3,1,1,1,2,2,2,1,2,3,1,3,1,17,2,6,1,1,1,17,2,1,1,3,2,3,5,3,4,7,3,4, , ,WORK, , ,"HALO 3, RAINBOW6, FINAL FANASTY", 
14866,1.6875,12108,E,1,9009,9,35300,S,2,2,2,1,12,1,12,1, , , ,1,1,1,1,1,1,1,1,3,1,1,1,2,1,3,3, ,2,33,7,2,2,8,2,2,1,1,2,5,1,1,1,2,1,1,2,1,1,3,1,3,2,2,2,1,1,2,2,5, ,4,5, ,4,1,4,2,1,1,1,1,2,1, , , , , ,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,15,20,24,5,6,1,1,1,1,3,1,1,2,1,1,1,1,2, , , , ,1,1,2,1,3,1,1,2,1,2,1,2,2,3,1,12,2,1,1,1,1,12,1,1,1,3,2,2,2,3,3,10,4,5, , , , , ,"GEARS OF WAR, HALO 3, MADDEN 08", 
4152,2.5,112307,E,1,9009,9,35300,S,2,0,2,1,13,2,13,2, , , ,1,1,1,1,1,1,1,1,3,1,1,1,2,1,2,9, ,1,50,3,2,1,8,3,1,1,1,2,1,1,2,2,2,1,1,2,2,8,3,1,3,1,1,1,1,2,2,1,5,2,5,5, ,1,1,1,4,1,1,2,1,2,1, , , , , ,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,57,57,12384,2,1,2,2,1, , , ,2,1,1,2,1,1,2, , , , ,4,3,3,3,2,1,1,3,3, ,3, ,1,1,2,13,1,2,1,1,1,13,1,2,1,1,2,4,3,4,2,1,3,2, , , , , ,"THE 'SIMS, THE SIMS 2, CREATURES", 
14797,2.75,12008,E,1,9009,9,35300,S,2,2,4,1,17,1,17,1, , , ,1,1,1,1,1,1,3,3,3,1,1,1,3,4,4,3, ,1,51,3,2,1,7,2,2,1,1,1,1,1,1,2,2,2,1,1,3,3,3,3,3,1,2,1,1,2,1,3,1,1,1,3,1,4,1,2,4,1,1,2,2,1,1, , , , , ,2,2,1,1,2,1,1,2,2,1,2,2,2,2,1,29,18,24,2,1,2,2,1, , , ,2,2,1,1,1,2,2, , , , ,2,4,4,2,4,3,2,2,2,2,2,2,2,1,1,17,1,6,1,1,1,17,2,1,1,2,2,3,5,3,2,5,3,0, , , , , ,"MEDAL OF HONOR, GUITAR HERO, MADDEN 08", 
14771,2.20833333333333,12408,E,1,9001,9,14860,U,1,2,2,2,13,1, , ,1,13,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,2,2, ,2,38,6,1,1,7,2,1,1,2,2, , , , , , , , ,1,1,3,1,3,1,2,1,1,1,2,4,1,3, , , ,4,4,4,4,2,1,1,2,2,2, , , , , ,1,2,1,1,1,2,2,2,2,2,1,2,2,1,1,20,18,27,3,3,1,1,1,3,2,9, , ,1,2,1,1,2, , , , ,2,1,2,2,3,2,3,3,3, ,3, ,2,3,1,13,3,2,2,1,0,13,1,1,1, , ,4,2,1,2,5,3,1, , , , , ,HALO 3; GUITAR HERO;|MARIO PARTY, 
6035,2.1875,113007,E,1,9001,9,14860,U,1,2,1,1,14,2,14,2, , , ,2,1,1,1,1,1,1,1,3,1,1,2,4,2,2,2, ,2,52,4,2,1,5,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,3,3,1,1,1,1,1,1,1,5,1,1,1,3,1,2,1,4,4,2,1,1,1,1,1, , , , , ,2,1,1,2,1,2,1,2,1,1,1,2,2,2,1,37,52, ,2,1,2,2,1, , , ,2,2,1,2,2,2,2, , , , ,2,3,2,3,3,3,3,3,2,2,3, ,2,1,2,14,1,3,1,1,1,14,1,2,1,1,2,5,5,3,4,7,1,0, , , , , ,"PACMAN, TETRIS", 
3123,1.8125,121307,E,1,9009,9,35300,U,1,2,1,1,17,1,17,1, , , ,1,1,1,1,1,2,1,2,3,2,1,1,4,9,2,9, ,2,40,6,2,6,6,9,2,1,1,2,4,2,1,1,1,2,1,1,1,1,3,8,3,2,2,2,1,2,5,2,5, ,5,5,3,1,1,2,1,1,1,2,2,2,2, , , , , ,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,22466, , ,4,0,2,2,1, , , ,2,2,1,2,2,2,2, , , , ,3,3,3,3,3,3,3,3,3, ,3, ,3,1,1,17,4,6,1,1,1,17,2,1,1,3,2,1,1,5,1,1,1,0,AFRICAN, ,MY AUNTS HOUSE, , ,PRO EVOLUTION SOCCER 2007, 
14762,4,12208,E,1,9009,9,35300,S,2,1,2,1,13,1,13,1, , , ,1,1,2,2,2,2,3,3,3,3,1,1,3,2,4,3, ,2,39,2,1,6,1,7,1,1,1,2,6,2,2,2,1,2,1,1,3,1,3,3,3,1,2,2,1,1,2,2,5,3,3,3,3,8,8,8,8,2,1,1,2,2,2, , , , , ,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1,12, , ,1,6,1,2,1,1, , ,2,2,1,2,1,1,1,1,105, , ,2,2,2,3,3,3,2,3,3, ,3, ,2,2,1,13,3,2,1,0,1,13,1,1,1,1,2,3,2,1,2,6,3,0,HISPANIC, ,GRANDMA''S HOUSE, , ,"DRAGON BALL Z, BUDDHA KAI, TEN KAI EG",FUN BRAIN
15798,2.04166666666667,12208,C,3,1009,1,13820,S,2,2,2,2,17,2, , ,3,17,2,1,1,1,1,1,2,1,1,3,3,1,1,4,4,2,3, ,2,42,9,2,1,5,3,2,1,1,1,3,1,1,2,2,2,1,1,1,1,3,3,3,1,1,1,1,2,2,1,5,3,4,3,3,4,1,4,4,1,2,2,1,1,1, , , , , ,2,1,2,2,1,2,1,2,1,2,2,2,2,2,1,20366,12415,12415,3,1,2,2,1, , , ,2,2,1,2,2,2,1,1,12415, , ,4,3,3,3,3,3,3,3,2,2,3, ,2,1,2,17,1,6,2,1,1,17,2,2,1,2,2,4,2,2,2,4,1,0, , , , , ,"SODUKO, CROSSWORD PUZZLES, WORD SEARCH",WORD SEARCH
16342,1.47916666666667,12208,C,3,1063,1,46220,S,2,0,2,4,16,2, , ,3,16,2,1,1,1,1,2,1,1,1,3,1,2, , , , , ,2,2,42,6,2,1,3,1,1,0,2,2, , , , , , , , ,1,1,3,1,3,2,2,2,2,2,3,5,5, , , , ,1,1,1,2,2,2,2,2,2,2,2, , , ,1, , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,2,16,1,5,3,1,0,16,2,2,0, , ,0,0,5,0, , , , , , , , , , 
6417,3.41666666666667,10808,C,3,1115,1,13820,S,2,0,2,2,13,2, , ,3,13,2,1,1,1,1,1,1,3,1,3,3,1,1,2,1,2,3, ,1,42,3,2,1,5,1,1,1,1,1,2,1,1,2,2,1,1,1,3,3,3,3,3,1,1,1,1,2,3,5,1,3,5,1,1,4,2,2,4,1,1,2,2,2,2, , , , , ,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,57, , ,5,0,2,2,1, , , ,2,2,1,1,1,1,2, , , , ,4,3,1,3,4,3,3,3,1,2,2,2,2,1,2,13,1,2,2,1,1,13,1,2,1,2,3,4,3,3,1,2,4,1, , , , , ,THE SIMS: CASTAWAY, 
3926,1.39583333333333,112607,C,3,1117,1,13820,S,2,2,2,1,13,1,13,1, , , ,1,1,1,1,1,1,1,1,3,1,1,1,4,1,2,9, ,2,44,7,2,1,6,1,2,1,1,2,4,1,1,1,2,2,2,2,1,3,3,3,3,2,2,1,1,1,4,4,5, ,5,5, ,1,1,1,2,1,1,1,2,2,1, , , , , ,2,1,1,1,1,2,1,2,1,2,1,2,2,2,1,52,29,17293,3,1,1,2,2, , , ,2,2,1,2,1,1,2, , , , ,2,3,2,2,3,3,3,3,2,1,3, ,1,1,1,13,1,2,1,1,1,13,1,1,1,3,0,3,0,5,2,7,3,0, , , , , ,"TETRIS, MEDAL OF HONOR, NCAA FOOTBALL 07", 
8412,1.52083333333333,121007,C,3,1073,1,13820,U,1,2,2,2,16,1, , ,3,16,1,1,1,1,1,1,1,1,1,3,1,1,2,4,2,2,3, ,2,46,5,2,1,9,3,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,2,1,3,4,3,2,2,2,1,1,1,1,1,1,1, , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,20,5,53,1,3,1,1,1,2,3,2,2,2,1,2,2,2,2, , , , ,2,2,2,3,3,3,3,3,1,2,1,2,2,3,1,16,1,5,2,1,1,16,2,1,1,2,3,5,3,5,4,12,1,0, , , , , ,"HALO 3, CALL OF DUTY 4, TETRIS", 
14823,2.4375,11908,C,3,1073,1,13820,U,1,2,1,1,15,1,15,1, , , ,1,1,2,1,1,1,2,1,3,1,1,1,4,1,4,3, ,2,45,5,1,2,5,2,1,1,1,1,3,1,2,2,2,2,1,1,3,1,3,3,3,1,1,2,2,2,1,3,3,3,3,5,3,2,4,2,2,2,2,2,1,2,1, , , , , ,1,1,1,1,2,2,1,2,2,1,1,2,2,2,1,24,15334, ,2,0,1,2,1,3, , ,2,2,2,2,2,2,2, , , , ,2,3,2,3,3,3,3,3,3, ,3, ,3,2,1,15,3,4,1,1,1,15,2,1,1,1,2,2,1,4,1,7,0,0, , , , , ,"MADDEN, DOUBLE 07", 
6106,1.72916666666667,112707,P,4,53033,53,42660,S,2,2,2,2,17,2, , ,3,17,2,1,1,1,1,1,1,2,2,3,2,2, , , , , ,2,1,60,3,2,1,9,3,2,1,1,1,2,1,1,2,2,1,1,1,1,3,3,1,3,1,1,1,1,2,3,2,1,1,5,5,4,2,1,4,3,1,2,2,1,1,1, , , , , ,2,1,2,2,1,2,1,2,2,2,2,2,2,2,9, , , ,6,0,2,2,1, , , ,2,2,1,2,2,2,2, , , , ,3,3,3,3,3,3,3,3,3, ,3, ,2,1,2,17,1,6,2,1,1,17,2,2,1,2,3,4,3,3,2,3,1,0, , , , , , , 
9871,2.35416666666667,122607,P,4,53033,53,42660,U,1,2,2,1,16,1,16,1, , , ,1,1,1,1,1,1,3,1,1,1,1,3,4,4,4,3, ,1,52,5,2,3,5,3,2,1,1,2,2,1,2,2,2,1,1,1,1,1,3,1,1,1,2,1,2,1,2,1,3,5,5,5,3,2,2,2,2,2,1,1,2,2,2, , , , , ,2,1,1,2,1,2,1,2,1,1,2,1,2,2,1,48,52, ,4,0,1,2,1,1, , ,2,2,2,2,2,2,2, , , , ,4,3,3,3,3,3,3,3,3, ,3, ,1,2,1,16,4,5,1,1,1,16,2,1,1,1,3,3,2,5,2,7,0,0, , , , , ,"MARIO KART, TETRIS", 
15895,1.16666666666667,12208,P,4,53033,53,42660,U,1,1,2,2,17,2, , ,3,17,2,1,1,1,1,1,1,1,1,3,1,1,3,2,3,4,3, ,2,48,6,2,1,9,3,1,1,1,1,2,1,1,1,2,1,1,1,1,3,3,3,3,1,1,1,2,2,2,2,2,1,1,3,1,2,1,1,1,1,1,2,1,2,1, , , , , ,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,41,52,14767,6,0,2,2,1, , , ,2,2,1,2,2,2,2, , , , ,3,3,3,3,3,3,3,3,3, ,3, ,3,1,2,17,1,6,2,1,1,17,2,2,1,3,3,3,6,5,2,2,1,0, , , , , ,"SOLITAIRE, TETRIS, HEARTS", 
9315,2.0625,121207,P,4,53033,53,42660,U,1,1,2,1,14,1,14,1, , , ,1,1,1,1,1,1,1,3,3,1,1,2,3,1,2,3, ,1,47,6,2,1,7,2,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,2,2,2,5,2,5,4, ,2,1,2,2,2,1,1,1,2,1, , , , , ,1,1,2,1,2,1,1,2,1,1,1,2,2,2,1,29,0,20,5,0,1,1,2,1,1,2,2,2,1,1,2,2,1,1,21813,52, ,2,4,4,2,4,3,2,3,2,2,3, ,2,2,1,14,1,3,1,1,1,14,1,1,1,4,2,4,3,5,3,8,2,0, , ,FRIEND''S HOUSE, , ,"MEDAL OF HONOR, FRONTLINE, HALO 2",HYPERSHARK OR TETRIS
11403,1.20833333333333,121607,E,1,23031,23,38860,S,2,0,2,1,13,1,13,1, , , ,1,1,1,1,1,1,3,3,3,1,1,1,3,1,1,1, ,1,57,5,2,1,6,4,1,1,1,2,3,1,1,2,2,2,2,2,1,3,3,3,3,1,1,2,1,1,2,3,5,1,5,5, ,1,1,5,5,1,1,1,1,1,1, , , , , ,1,2,1,1,2,2,2,1,1,1,2,1,1,1,1,61,20,32,2,3,2,1,1,2,2,1,1,2,1,1,1,1,2, , , , ,1,2,3,3,3,1,3,2,1,2,2,2,1,2,1,13,1,2,1,1,1,13,1,1,1,2,0,4,2,3,4,7,4,2, , , , , ,"WORLD OF WARCRAFT, HALO 3, RISE OF THE NINJA", 
8874,2.22916666666667,120607,M,4,16045,16,14260,S,2,0,2,1,15,1,15,1, , , ,1,1,1,2,1,2,3,1,3,3,1,3,4,4,4,3, ,2,39,3,2,1,4,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,3,3,1,2,1,1,2,1,1,5,1,5,1,1,4,2,2,4,1,1,2,1,2,1, , , , , ,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,21476,24,61,1,3,1,1,1,2,3,1,1,2,1,1,2,2,2, , , , ,1,2,3,2,3,3,3,3,1,2,2,2,2,3,1,15,1,4,1,1,1,15,2,1,1,4,3,3,5,3,2,11,2,1, , ,FRIENDS HOUSE, , ,"RAINBOW SIX, MADDEN 08, WORLD OF WARCRAFT", 
4903,1.35416666666667,112807,M,4,16001,16,14260,U,1,1,2,2,15,2, , ,3,15,2,1,1,1,1,1,1,3,3,3,1,1,1,4,4,2,1, ,2,47,5,2,1,5,2,1,1,1,1,1,1,2,2,1,1,1,2,1,3,3,2,3,1,1,2,2,2,3,1,1,3,5,2, ,4,2,4,2,1,1,2,1,2,1, , , , , ,2,1,2,2,2,2,2,2,1,1,1,2,2,2,1,18, , ,5,0,1,1,2,1,1,1,2,2,1,1,1,1,2, , , , ,4,4,3,2,3,3,2,3,3, ,3, ,2,2,2,15,1,4,2,1,1,15,2,2,1,2,2,2,3,3,2,4,4,0, , ,WORK, , ,GUITAR HERO, 
8260,4,120407,M,4,16027,16,14260,S,2,1,2,1,12,2,12,2, , , ,1,1,1,2,2,1,3,3,3,3,2, , , , , ,3,2,30,2,1,6,3,3,1,1,1,2,2,1,1,2,1,2,2,1,1,1,3,1,3,2,2,1,2,2,3,1,5, ,5,5,1,4,1,5,2,2,2,2,2,1,1, , , , , ,2,2,1,2,1,2,1,2,2,1,2,2,2,2,1,88, , ,6,0,2,1,1,2,1,9,2,9,1,2,2,2,1,1,103, , ,3,1,8,3,3,3,8,4,3, ,3, ,2,2,2,12,3,1,1,1,1,12,1,2,1,3,1,1,2,3,1,4,1,1,MEXICAN, ,FRIENDS, , ,STRATEGIC GAMES,TYPE TO LEARN
15366,1.52083333333333,11908,P,4,16055,16,17660,S,2,0,2,1,13,2,13,2, , , ,1,1,1,1,1,1,1,1,3,1,1,2,4,2,4,1, ,2,38,5,2,1,9,3,1,1,1,1,3,1,1,1,2,2,1,2,3,3,8,1,3,2,2,2,2,2,5,5,5, ,5,3, ,2,2,4,2,1,2,2,1,2,1, , , , , ,2,2,1,2,1,2,2,1,1,1,2,2,2,2,9, , , ,5,0,2,2,1, , , ,2,2,2,2,1,2,1,1,110, , ,4,4,4,3,4,3,3,2,3, ,3, ,3,1,2,13,1,2,1,1,1,13,1,2,1,3,1,0,0,4,1,5,1,0, , , , , ,I DON'T KNOW....DON'T PLAY MANY GAMES,FOR A SOCIAL STUDIES CLASS...PUTTING ALL THE STATES TOGETHER.
6138,1.35416666666667,112707,M,4,16005,16,38540,S,2,2,2,1,15,2,15,2, , , ,1,1,1,1,1,1,1,1,3,1,2, , , , , ,3,2,48,5,2,1,7,4,2,1,1,1,4,1,1,2,2,1,1,2,1,1,1,3,3,2,2,1,2,1,2,2,5, ,3,2, ,1,1,1,4,1,1,1,1,2,1, , , , , ,2,1,2,2,2,2,1,2,1,1,2,2,2,2,9, , , ,6,0,1,2,2, , , ,2,2,1,1,1,1,2, , , , ,2,3,2,3,3,3,3,3,2,3,3, ,2,1,2,15,1,4,1,1,1,15,2,2,1,2,2,2,3,4,3,4,4,0, , , , , , , 
15143,2.70833333333333,11908,P,4,16055,16,17660,S,2,0,1,2,14,1, , ,1,14,1,1,1,2,2,1,1,3,2,3,3,2, , , , , ,4,2,33,3,2,1,9,7,1,1,2,2, , , , , , , , ,3,1,3,3,3,2,2,1,1,2,2,3,5, , , , ,4,2,4,4,2,1,2,1,2,2, , , , , ,2,1,1,2,1,2,1,2,2,1,1,2,2,2,1,11632,12815,18,3,0,1,2,1,1, , , , ,2,2,2,2,1,9, , , ,3,3,3,4,4,4,3,3,2,2,3, ,2,2,1,14,1,3,2,0,0,14,1,1,1, , ,2,1,2,2,6,0,0, , , , , ,"BURNOUT, DEVIL MAY CRY,  GUITAR HERO",NO RESPONSE
5191,2.70833333333333,112507,M,4,16001,16,14260,S,2,1,2,1,14,1,14,1, , , ,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,3, ,2,31,3,2,1,6,2,1,1,1,2,3,1,1,2,2,1,1,2,3,1,3,1,3,2,2,1,1,1,3,3,5, ,5,5, ,2,1,2,2,2,1,1,1,2,1, , , , , ,1,1,1,1,1,1,2,2,2,1,2,2,2,2,9, , , ,2,1,1,2,1,1, , ,2,2,1,1,1,1,1,1,104, , ,4,3,2,2,3,3,2,3,3, ,3, ,2,2,1,14,1,3,1,1,1,14,1,1,1,2,2,3,0,5,3,7,4,0, , , , , , ,A MATH GAME
3701,3.66666666666667,112407,P,4,6047,6,32900,S,2,0,2,1,13,2,13,2, , , ,1,1,1,1,1,1,3,1,3,3,1,1,2,1,2,3, ,1,32,5,1,6,5,1,1,1,2,2, , , , , , , , ,3,3,3,3,3,1,2,2,1,1,3,3,5,3, , , ,2,2,2,2,2,1,1,2,2,1, , , , , ,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,18619,14152,109,2,1,2,2,1, , , , , ,1,1,1,1,2, , , , ,2,3,3,3,2,3,3,3,3, ,3, ,3,1,2,13,3,2,1,1,0,13,1,2,1, , ,3,0,5,2,4,4,0,MEXICAN, , , , ,"RATCHET AND CLANK, FROGGER, SPONGEBOB", 
5066,1.16666666666667,112507,P,4,6077,6,44700,U,1,0,2,1,16,2,16,2, , , ,1,1,1,1,1,1,1,2,3,1,9, , , , , ,4,2,49,6,2,1,7,3,1,1,1,1,2,1,2,2,2,2,1,1,2,3,3,1,3,1,1,1,2,2,1,5,1,1,5,3,3,1,1,2,2,2,1,2,2,1,2, , , , , ,2,1,1,2,1,2,2,2,2,1,2,2,2,2,9, , , ,5,0,2,2,1, , , ,2,2,1,2,1,2,2, , , , ,3,3,3,3,3,3,3,3,3, ,3, ,3,1,2,16,1,5,1,1,1,16,2,2,1,1,2,3,3,5,2,4,2,0, , , , , , , 
13361,2,10608,P,4,6099,6,33700,U,1,2,2,1,14,1,14,1, , , ,1,1,1,1,1,1,2,1,2,1,1,2,2,2,3,3, ,2,35,5,2,1,8,2,2,1,1,2,1,1,1,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,1,1,1,1,5,5,1,2,2,4,2,2,1,1,1,1,1, , , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,18946,20,4,1,6,2,1,1,2,3,1,1,1,1,1,1,2,1,1,108, , ,3,2,2,1,3,2,3,3,1,3,2,1,1,2,1,14,1,3,1,1,1,14,1,1,1,4,3,5,5,4,4,12,3,1, , ,1FRIENDS HOUSES, , ,"ROCK BAND, HALO 3, BIOSHOCK",READER RABBIT
13355,4,10208,P,4,6099,6,33700,S,2,0,2,2,14,2, , ,1,14,2,1,1,2,1,1,2,3,3,3,3,2, , , , , ,3,1,41,3,1,6,4,7,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,3,2,2,1,1,2,3,1,1, ,1,3,1,1,1,2,2,2,1,2,1,1,1, , , , , ,1,1,2,1,1,1,1,2,2,1,2,1,2,1,1,41,48, ,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,104, , ,2,2,2,1,2,2,3,2,2,1,3, ,1,2,2,14,3,3,2,1,1,14,1,2,1,2,3,2,4,5,3,8,4,1,HISPANIC (MEXICAN), ,FRIEND''S HO;USE, , ,"SOLITAIRE, MARIO KART RACING",GAME OF MATHEMATICS
3381,2.25,111807,P,4,6109,6,0,R,3,0,2,1,13,2,13,2, , , ,1,1,1,1,1,1,1,1,3,1,1,2,4,4,3,1, ,1,36,5,2,1,9,1,1,1,2,2, , , , , , , , ,1,1,3,3,3,1,1,2,2,1,4,4,5,5, , , ,2,2,2,2,2,2,1,1,1,1, , , , , ,2,1,1,2,2,8,2,2,1,1,1,2,2,2,1,21943,48,0,6,0,1,2,1,3, , , , ,1,1,1,1,2, , , , ,2,3,3,2,3,3,3,2,3, ,8, ,2,2,2,13,1,2,1,1,0,13,1,2,1, , ,3,0,5,3,5,4,0, , , , , ,"UNO, MARIO, CAR RACING GAME", 
3245,1,112707,P,4,6047,6,32900,U,1,1,2,2,15,2, , ,1,15,2,1,1,1,1,1,1,1,1,3,1,1,2,3,1,4,1, ,2,51,7,2,1,8,2,1,1,1,2,3,1,2,2,2,1,1,1,1,1,1,1,3,1,1,1,1,2,1,2,1,1,2,4,2,2,1,2,2,1,1,2,1,1,1, , , , , ,2,1,2,1,1,1,1,2,2,2,1,2,2,2,1,41,12415, ,3,0,2,2,1, , , ,2,2,1,1,2,2,2, , , , ,3,2,3,2,2,3,4,2,1,2,3, ,1,1,2,15,1,4,2,1,1,15,2,2,1,1,3,4,6,5,3,6,2,0, , , , , ,"SOLITAIRE, WORD GAMES", 
15897,2,12908,P,4,6077,6,44700,S,2,2,3,2,17,1, , ,3,17,1,1,1,1,1,1,1,1,1,3,1,1,1,4,2,2,3, ,2,47,3,2,1,8,3,2,1,2,2, , , , , , , , ,3,3,1,1,3,1,1,1,1,2,3,5,1,1, , , ,3,4,2,4,3,1,2,2,2,1, , , , , ,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,15,18,45,3,0,2,1,2, ,3,2, , ,1,2,2,2,1,1,102, , ,2,3,3,3,3,3,3,3,1,3,2,3,2,1,1,17,1,6,2,1,0,17,2,1,1, , ,4,2,1,1,1,1,0, , , , , ,"GEARS OF WAR, HALO 3, STARCRAFT",OREGON TRAIL
